	Date	User	Tweet	Coordinates	Location
397	2022-07-26 13:28:32+00:00	ChrisBa77029362	"@Marina_Berry Your apples are past their best!
Make a pie! https://t.co/JUtU2d1xMT"	Coordinates(longitude=-1.20166, latitude=52.8892839)	Nottingham, England
398	2022-07-25 06:04:01+00:00	DeenaI	"July 25 It's already time for Boathook Apple and Blackberry pud! 😋 Seems incredibly early but very delicious 

#boatlife #boatsthattweet #offgrid  #lifesbetterbywater #canals #rivers #narrowboats #alternativeliving #lifeafloat #travel #foraging #blackberries https://t.co/USk6ti0UZ8"	Coordinates(longitude=-1.139845, latitude=52.665279)	Waterways of England
399	2022-07-23 17:46:32+00:00	Paul_Sep	Really like the personal touch of ‘Uh-oh’ from @Apple #applepay. Seems legit 👍 https://t.co/y5xtgqQQ1I	Coordinates(longitude=-1.2501363, latitude=52.921473)	swansea
400	2022-07-19 12:13:07+00:00	rebeccareadalot	@tomeswithtea I've just drunk loads of apple and elderflower squash. Not got much in the fridge as only got back from hols late Sunday.	Coordinates(longitude=-1.14452, latitude=52.569949)	Leicester, England
401	2022-07-17 10:29:14+00:00	deb_the_dj	"I have a bottle of alcohol free cider (I know, I could have bought apple juice instead).

Its use by date is March 2015. Safe to drink? 

(Please r/t)"	Coordinates(longitude=-1.3086257, latitude=52.8767723)	Erewash
402	2022-07-15 10:26:23+00:00	Junxrrcarter	I'm seriously getting sick of all of these text scams, it's at least one a week. Where the fuck do they get our phone numbers from? Oh yeah out network sells them kmt. But yeah my @apple pay has been blocked 🥴 https://t.co/3TJFrczUgR	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
403	2022-07-13 20:47:58+00:00	nicktsiatinis	@Aviatoradam If you’re in the Apple ecosystem then I’d suggest looking at Netatmo doorbell and Logitech Circle View cameras instead. I’ve recently switched from Amazon / Ring and have zero regrets. No more subscription fees, everything Homekit compatible. Good times.	Coordinates(longitude=-1.187247, latitude=52.556333)	Leicestershire, UK
404	2022-07-13 17:00:50+00:00	Junxrrcarter	Calmed down since earlier but it's still fuck apple.	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
405	2022-07-13 14:18:52+00:00	Junxrrcarter	I think I'm done with Apple I've had enough of their mediocre bullshit	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
406	2022-07-13 14:18:52+00:00	Junxrrcarter	@Apple need to make reliable chargers like @nokia , but I just remembered the fucking pricks will release the iPhone 14 in September with NO CHARGER and pretend that they give a shit about climate change	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
407	2022-07-13 14:13:24+00:00	Junxrrcarter	Why are iphone chargers so fucking shit? Do you know how many times the shitty end piece has fucking broke??? Probably spent more on apple chargers than anything else, fucking useless pricks @Apple	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
408	2022-07-06 19:52:53+00:00	Junxrrcarter	It's coming like an apple juice flavoured slushie...	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
409	2022-07-06 19:52:53+00:00	Junxrrcarter	Put my apple juice in the freezer cos I wanted it colder, forgot about it for a bit.....	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
410	2022-07-06 16:14:43+00:00	Junxrrcarter	What makes Apple CarPlay think I want to pay for gas.	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
411	2022-07-06 06:28:27+00:00	Junxrrcarter	At this current stage I don't think changing the PM would even do anything positive, there are too many bad apples they all need to go.	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
412	2022-07-04 08:45:20+00:00	JackJmatt	@pmdfoster @Apple Like this? https://t.co/kNLEoOWWrS	Coordinates(longitude=-1.211646, latitude=52.5942331)	Leicester
413	2022-06-27 16:05:09+00:00	nosaj_j	"@neal_preshner @Ashtheman07 @thesundaytimes Why are you comparing a random Labour government in the 70s instead of the last labour government. Is it because you know it looks bad for this government.

Again the tories are so used to comparing apples and pears with an unfounded arrogance."	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham
414	2022-06-26 12:07:42+00:00	nosaj_j	"@Ashtheman07 @neal_preshner @thesundaytimes Beer gate and party gate aren't the same because the laws were different.

It's like tories have mastered the art of comparing apples and pears with conviction.

Do you know who Boris Johnson and the sycophants that support him are and you're calling Labour liebour🤦🏽‍♂️😂😂"	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham
415	2022-06-25 21:11:26+00:00	stendoggydog	@NJHumphreys Horrific sir nick, Iv heard jinx and Tim more in tune after 12 beers in the apple tree	Coordinates(longitude=-1.1886348, latitude=52.7364063)	leicestershire 
416	2022-06-24 23:42:31+00:00	DRtilewa	@PrinceofSydney Apple TV,  espionage	Coordinates(longitude=-1.215135, latitude=52.580667)	East Midlands, England
417	2022-06-23 16:41:32+00:00	CBOriginalDesi1	"The final finished piece of my previous post. 

Hand drawn on @Procreate using an Apple pencil 

@Stranger_Things
@strangerwriters
@Jamiebower
@NetflixGeeked
@netflix

#jamiecampbellbower #strangerthings #Vecna #netflix  #StrangerThings4 #JamieCampbellBower #StrangerThingsfanart https://t.co/Ie8OtaaNC7"	Coordinates(longitude=-1.215135, latitude=52.580667)	England, United Kingdom
418	2022-06-13 14:09:03+00:00	Jurassic_Clem	@SimonAttwood @LabourList @elliot_chappell Another one who likes comparing apples &amp;pears. This is a comparison with when May was leader of the Tories and had taken them to a lower point even than Johnson now.The only fair comparison is taking results from the 2019 GE. He’s had to make progress from there.	Coordinates(longitude=-1.158894, latitude=52.904985)	
419	2022-06-13 11:45:36+00:00	aydenpanhuyzen	(also consider allowing people who have just run out of data to use Apple Maps and Google Maps, pretty gross to be stranding people regardless of whether the payment works)	Coordinates(longitude=-1.2501363, latitude=52.921473)	London, England
420	2022-06-12 08:40:16+00:00	_davz_	This random AirPods unpairing that happens when a timer goes off in the Apple Watch is extremely annoying. All the gym hearing what you’re listening to just because bluetooth seems to be too hard to handle for iOS if a timer is active	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
421	2022-06-10 18:52:09+00:00	PondyPaul	@markasadler @ben_lucey Great apples 😂😂😂	Coordinates(longitude=-1.158894, latitude=52.904985)	Cwmbran, Wales
422	2022-06-04 22:15:21+00:00	DenhamKite	@Apple HomePods are rubbish. Do not connect. Well done.	Coordinates(longitude=-1.2495102, latitude=52.6148717)	Leicester, England
423	2022-06-01 12:29:37+00:00	Earthles	"@NutritiousMind @RossSwan2 @CardenaLeyla @Rekwahiba @Victoryabro @JulieParker144 @ComesAnnemarie @Goto_paulcastle @NevilleGaunt @EvaSmartAI @Indra_Bartona Bravo…
I’d love to listen to this, Izzy~
but unfortunately the link doesn’t work on my apple phone

Is there any other link that I can follow, please?"	Coordinates(longitude=-1.1167318, latitude=52.713018)	Earth Holme•Charnwood•UK
424	2022-05-29 11:09:10+00:00	scottbcomedyuk	"Podcast day! - top gun, dad to school day, kinks, lion king review and much much more, link in bio or go here:

Apple - https://t.co/hddXXzCGc6

Spotify - https://t.co/Ot2rrs7Etj https://t.co/2QQ1khYvli"	Coordinates(longitude=-1.2501363, latitude=52.921473)	In the shed / hiding behind it
425	2022-05-29 07:53:30+00:00	scottbcomedyuk	@PatTheFatCat1 @BWTBpod @jemmajobennett I think acast have stopped their player mate. You have to listen via Apple Music now or Spotify	Coordinates(longitude=-1.272419, latitude=52.8998504)	In the shed / hiding behind it
426	2022-05-27 13:57:49+00:00	jlow88	"@NUFC if we really are going to sign Botman, can you get Apple to stop the iPhone autocorrecting his name to ‘Norman?’ TIA. 

#NUFC #Botman #Transfers #TransferWindow"	Coordinates(longitude=-1.305119, latitude=52.798454)	East Midlands, England
427	2022-05-27 08:45:01+00:00	SteveB2Notts	@sturgess_steve My Aunt puts Apple Sauce on nearly everything , except Kippers , probably.	Coordinates(longitude=-1.20166, latitude=52.8892839)	Clifton Nottingham England
428	2022-05-27 08:42:37+00:00	SteveB2Notts	@sturgess_steve Apple sauce 🤤	Coordinates(longitude=-1.20166, latitude=52.8892839)	Clifton Nottingham England
429	2022-05-26 22:24:00+00:00	thewordfactory	"@DailyMirror People are allowed to eat at work and drink apple juice and orange juice, no? Not if you're working for the @Conservatives obviously. But a break from working at @UKLabour HQ with beer and takeaway? ""Oh that's different, we were working."" Huh? 🤔"	Coordinates(longitude=-1.168719, latitude=52.878778)	Nottingham NG11 6DJ
430	2022-05-26 22:18:16+00:00	thewordfactory	"""Extremely high spirits"" under a photo showing apple juice and orange juice 🙄. Funny how @UKLabour is now questioning the integrity of the @metpoliceuk because they didn't issue more fines to @BorisJohnson. So praise them when they fine him, damn them when they don't. #égalité"	Coordinates(longitude=-1.168719, latitude=52.878778)	Nottingham NG11 6DJ
431	2022-05-26 17:47:18+00:00	JazuhiraMiller	@HybridBandUK @Spotify I got you (but not you) on my new music mix on Apple Music this week! https://t.co/dlPFlLN68e	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
432	2022-05-26 05:51:43+00:00	PeterSimmo	@apple_franca Some luck needed! But yes. Respect!	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
433	2022-05-18 17:10:21+00:00	SiddharthKS	@marseelee Apples, strawberries, celery, Chinese lettuce and cucumber on my daily list of things to have at breakfast or lunch	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester
434	2022-05-17 19:57:15+00:00	DoctorJRo	"anyone else have food eating styles you think might be (relatively) unique?

mine are pizza and apples"	Coordinates(longitude=-1.2585643, latitude=52.7435249)	Loughborough, England
435	2022-05-17 12:53:32+00:00	ManorHighSchool	"How lovely of Jim, from @ZephsCafe, to bring in apples and satsumas for Y11 to enjoy in between sitting their #GCSEs2022
Thank you! https://t.co/nM8HJMSIla"	Coordinates(longitude=-1.0605543995476656, latitude=52.60254366262534)	Oadby, Leicestershire
436	2022-05-13 22:14:34+00:00	SaabiKc	My kind of apple phone 🤣 https://t.co/MeWi4oWexh	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
437	2022-05-11 07:30:07+00:00	StrawberryStat1	"To coincide with the release of Trans Canadian Express through my Patreon Cassette Club, I'm pleased to announce the album is coming to streaming services (Spotify, Apple Music etc.) on the same day, June 1st! ❤️🍓😄

Sign up by May 30th to get a tape - https://t.co/9Y1SWqsXQI https://t.co/fjPva8ekSZ"	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
438	2022-05-10 09:48:17+00:00	cyananextdoor	i need an airtag for my apple pencil fr 😒	Coordinates(longitude=-1.215135, latitude=52.580667)	ovo
439	2022-05-09 18:24:28+00:00	iainmoo	@weare1of100 I order my t shirt using apple so didn’t get chance to add a comment. Can you slip one in with me order pls?	Coordinates(longitude=-1.2495102, latitude=52.6148717)	More Leicester than Whistler
440	2022-05-06 11:18:34+00:00	techmanmartin	"The Register: Microsoft, Apple, Google accelerate push to eliminate passwords.
https://t.co/3YZ8auMnop

via @GoogleNews"	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham
441	2022-05-04 07:25:14+00:00	techmanmartin	"BBC News - Platinum Jubilee: Original Bramley apple tree dedicated to Queen
https://t.co/h2T134odPk"	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham
442	2022-05-02 11:22:34+00:00	JustinDonne	"That’s a wrap! 
🥕 Carrots
🥒 Cucumber
🥗 Radish
🫒 Olives
🌶 Jalapeños 
🥙 Pita
With tahini, olive oil, apple cider vinegar, and panjeeri. @ Nottingham, United Kingdom https://t.co/m0qyx6891j"	Coordinates(longitude=-1.1453, latitude=52.9492)	Nottingham, England
443	2022-05-01 17:25:50+00:00	jimbouk1980	@gotravelyourway @flyairpeace Hi!! You ever thought about getting an apple AirTag on your luggage? Maybe be useful (if not interesting) to see where your bag is!	Coordinates(longitude=-1.2501363, latitude=52.921473)	The World!
444	2022-05-01 12:19:21+00:00	Junxrrcarter	Slow apple chargers are fucking shit, how's my shit on 59% and not 100% by now? KMFT	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
445	2022-05-01 11:12:37+00:00	Wayne_Gibson67	@gainsarianafans Apple Music all day long	Coordinates(longitude=-1.215135, latitude=52.580667)	United Kingdom
446	2022-04-30 18:26:03+00:00	realalefanvince	Drinking an Orchard Thieves Cider Apple by Redwood Cider Co @ Commercial Inn — https://t.co/FFjeTNUQ7t	Coordinates(longitude=-1.216925, latitude=52.9283257)	East Midlands, England
447	2022-04-18 14:08:32+00:00	Pu55yman_Dan	@LewisFeldman10 Yes hate apples	Coordinates(longitude=-1.215135, latitude=52.580667)	
448	2022-04-18 01:18:56+00:00	StellaJones1966	I've had a fantastic weekend here in Nottingham, I'll be sad to leave tomorrow. Then it's back to work on Tuesday boo hoo! If only I could have a word in my younger selves ear. Get your shit together, invest in Apple, oh and BTW you're a WOMAN! Become a top Internet Influencer! https://t.co/SA78mUWEB2	Coordinates(longitude=-1.1462043709348109, latitude=52.95270543921999)	North Yorkshire, UK.
449	2022-04-16 06:49:22+00:00	Wayne_Gibson67	My Apple Watch will be arriving today , can’t wait to use it.	Coordinates(longitude=-1.215135, latitude=52.580667)	United Kingdom
450	2022-04-12 20:27:09+00:00	castusthered	Apple will make a killing replacing smashed iPads tomorrow after that	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham
451	2022-04-12 15:23:22+00:00	jimbouk1980	@nameisrene @cultofmac Maybe not that bad if it’s like the Apple Watch version? https://t.co/pf8Q9ILyE0	Coordinates(longitude=-1.2501363, latitude=52.921473)	The World!
452	2022-04-06 04:37:23+00:00	Yash_nag7	.@Apple how hard is it to launch a lip biting emoji?	Coordinates(longitude=-1.2585643, latitude=52.7435249)	Leeds, England
453	2022-03-27 12:15:23+00:00	mtgallimore	@DovevPotter @lazqetjohnson Yes. We’re comparing apples and bananas with these numbers. Plays a lot, plays regularly even against poor teams. Do we have a Plan B?	Coordinates(longitude=-1.3086257, latitude=52.8767723)	East Midlands
454	2022-03-26 10:32:33+00:00	GavinDingwall	A shout out to Liam @Apple #Leicester - outstanding customer service.	Coordinates(longitude=-1.211646, latitude=52.5942331)	
455	2022-03-25 15:25:01+00:00	realalefanvince	Brew cavern - Drinking an Apple Soor Session Sour by @vaultcitybrew @ Old Market Square  — https://t.co/29XUJ3OJbS	Coordinates(longitude=-1.1501859, latitude=52.9533806)	East Midlands, England
456	2022-03-23 16:22:45+00:00	BrewCavern	"These 3 belters pouring on Friday &amp; Saturday 10am-7pm at Ay Up Market in Nottingham Old Market Square

- @vaultcitybrew Apple Soor Session Sour
- @BlackIrisBrewer Endless Summer Session IPA
- @pentrichbrewing Glitters Like Gold American Amber

First outing for our new mobile bar https://t.co/pgkVHJUoTd"	Coordinates(longitude=-1.2501363, latitude=52.921473)	Flying Horse Walk, Nottingham
457	2022-03-18 21:25:38+00:00	Toren_Ylfa	"New Episode 🚨 Sesh Sessions
Spooky Time: Intro Topics+ Jack The Ripper #8, you can listen on Apple Podcasts, Spotify, Amazon Music, pocket casts 
#seshsssions #PodcastAndChill
#podcastshow"	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
458	2022-03-18 20:58:57+00:00	Junxrrcarter	@NinjaNeezy Nah listen apple music sold me a dream! Said it was explicit version, next min the lyrics are getting censored!! I was bex 🤣🤣🤣	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
459	2022-03-17 13:21:38+00:00	DavidJohnReyno1	@Wayne57072607 @apple_shwn I had a terrible upbringing but I did not go round killing people. Although I could think of a few people who would be on my hit list.	Coordinates(longitude=-1.3086257, latitude=52.8767723)	United Kingdom
460	2022-03-16 07:39:17+00:00	PeterSimmo	@apple_franca @TimMorton2 I really empathise with you.  Take the day off!	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
461	2022-03-16 07:12:14+00:00	PeterSimmo	@TimMorton2 @apple_franca I thought it was a joke at first but having just worked it out it isn’t!	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
462	2022-03-14 09:44:37+00:00	iwaspoisoned_	England - Gravy and potatoes, Last night at the quorn, chips and gravy. Today I've had loads of diarrhoea and at one point vomited up what lookd a lot liek gravy. Subsequently I ate an apple which was f... Food Poisoning https://t.co/zhMtMAGVOf #diarrhea #vomiting	Coordinates(longitude=-1.187, latitude=52.953)	ig @/iwaspoisoned
463	2022-03-09 12:06:03+00:00	DemonFM	Are you planning to buy some new Apple products?	Coordinates(longitude=-1.215135, latitude=52.580667)	De Montfort Student's Union
464	2022-03-08 18:56:24+00:00	SuperSaf	"Apple Studio Display

-27"" 5K Retina Display
-600nits Brightness
-12MP Ultra Wide Camera with Center Stage
-6 Speaker Sound System with Spatial Audio
-3x USB-C Ports
-1x Thunderbolt with 96W Power

$1599

Pre Order Today
Available March 18

#AppleEvent https://t.co/s4tUy5CMZk"	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, UK
465	2022-03-08 18:33:24+00:00	SuperSaf	"Apple M1 Ultra

-UltraFusion Architecture
-5nm Process
-2.5TB/s Interprocessor Bandwidth
-114 billion Transistors (7x more than M1)
-800GB/s Memory Bandwidth
-128GB Unified Memory
-20-core CPU
-64-core GPU
-32-core Neural Engine
-Thunderbolt 4
-I NEED IT

#AppleEvent https://t.co/ONQ0U2EzZr"	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, UK
466	2022-03-08 18:26:37+00:00	SuperSaf	"APPLE M1 ULTRA!!! 🤯

#AppleEvent https://t.co/H2mQCytDyF"	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, UK
467	2022-03-08 18:24:56+00:00	SuperSaf	"New iPad Air 2022

-Powered by M1 Chip
-Liquid Retina Display
-500nit Brightness
-New 12MP Ultra Wide Camera with Center Stage
-Space Grey, Starlight, Pink, Purple &amp; Blue
-Apple Pencil 2nd Gen Support
-2x Faster USB-C
-iPadOS 15
-64/256GB
-5G

From $599
March 18

#AppleEvent https://t.co/AKe627GrP0"	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, UK
468	2022-03-08 18:06:22+00:00	SuperSaf	"Friday Night Baseball coming to Apple TV+

#AppleEvent https://t.co/uGk4vljVZ5"	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, UK
469	2022-03-08 18:05:40+00:00	SuperSaf	"Lots of new Apple Original Films coming to Apple TV+ 

#AppleEvent https://t.co/TLivLFV6yE"	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, UK
470	2022-03-04 23:58:40+00:00	StuHNFFC	@AntShe8 Not seen any big EU companies cutting links with Russia, BP, Landrover/jaguar, Shell and even Apple all stopped operating in Russia	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham
471	2022-03-04 21:08:39+00:00	SilenceIsGolddd	Rightly said @SSCVoices, they've only seen few rotten apples who are in fact Somali in appearance, who represents other countries &amp; their greed at heart. Apple isn't the only fruit in the world, nor the rotten ones a representative of all Somalis, the patriots are greater in nums	Coordinates(longitude=-1.215135, latitude=52.580667)	England, United Kingdom
472	2022-03-02 17:52:17+00:00	richglover80s	@StevenWilsonHQ @tearsforfears @Dolby @AppleMusic Not just Apple, it's on Amazon Music HD too.	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, UK.
473	2022-02-27 17:01:20+00:00	paulrose222	Not all men are bad apples	Coordinates(longitude=-1.211646, latitude=52.5942331)	Leicester, England
474	2022-02-25 22:17:11+00:00	nghudson	Just thinking, what if all the western lifestyle companies immediately pulled out of Russia? McDonalds, KFC, Starbucks, etc and tech companies (Microsoft, Apple) refused to supply them.	Coordinates(longitude=-1.158894, latitude=52.904985)	Nottingham, England
475	2022-02-18 12:12:00+00:00	PantherAS90	Why has Private Idaho been removed from Apple Music UK?! @TheB52s @THEKATEPIERSON	Coordinates(longitude=-1.20166, latitude=52.8892839)	Nottingham, England
476	2022-02-16 21:28:43+00:00	NewRealityReco1	"Find ‘Perfect Life’
on Deezer

https://t.co/RRCqvkb2rv

Gavin Wade @Gavin_Wade_ delivers

BANDCAMP: https://t.co/7jzWJCgGJX

Spotify: https://t.co/1plCln9AUM 

Apple Music: https://t.co/pRPXBgXSGY

#perfectlife #indie #indiemusic #music @AppleMusicRT @SpotifyRT #art https://t.co/7LGNUJmlYq"	Coordinates(longitude=-1.2585643, latitude=52.7435249)	Loughborough, England
477	2022-02-14 18:02:48+00:00	nosaj_j	@mickyglasses @Bojoshairdo @BBCLondonNews I think that proves that there are less good apples than you think. There are more apples that wouldn't take part themselves but turned a blind eye to what was going on. In most of these cases the accused have been doing it for a long time so it's either ignorance or incompetence	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham
478	2022-02-14 09:20:11+00:00	N01H3r3	@eds_smith @WibDoesTweets Or the guy who thought an Apple Music subscription gave him the right to claim ownership over all the music he found there.	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
479	2022-02-14 03:48:26+00:00	FlassKnows	One thing for sure tonight, every time a big catch was being made, Eli Apple was lacking in coverage	Coordinates(longitude=-1.2585643, latitude=52.7435249)	Wherever I need to be
480	2022-02-13 12:32:13+00:00	BriaM1806	@SofleyPete Didn't know apples had white chests?	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
481	2022-02-12 08:31:56+00:00	SirBob	Apple do most things wonderfully. Their predictive text sucks big time. I just typed “cross country” and it suggested “football”	Coordinates(longitude=-1.3892798, latitude=52.9017644)	on the horse sized pills
482	2022-02-07 22:27:17+00:00	rosstarbard	"@AhoFrank @soilysound @JoelGoddard10 @PoliticsJOE_UK It's apples and oranges. Completely different and the Savile stuff is both a slur and a smear, there's a reason Johnson won't repeat it outside of ""Parliamentary privilege"""	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, UK
483	2022-01-31 11:27:11+00:00	SilenceIsGolddd	Its because they're rotten apples, just for few pennies and empty promises -- only know to pastorate down to the foreign forces that only seek to destroy #Somalia, have no dignity or honour left at all. Their days are numbered for we shall weed them all out iA!! #SOMALIAISAWAKE	Coordinates(longitude=-1.215135, latitude=52.580667)	England, United Kingdom
484	2022-01-31 07:36:33+00:00	elainesfruit	The first lot of Joya apples are on there way! Only around for a short time #elainesfruit #joyaapples #joyaddict #apples @pommesbluewhale @joyaeurope @ Elaines fruit and veg https://t.co/4NHV3WDIZN	Coordinates(longitude=-1.1350649, latitude=52.6172891)	Leicester, England
485	2022-01-24 10:55:15+00:00	thedanwhite	@Rob_Kimbell Hello Mr Apple, meet Mr Orange!	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
486	2022-01-23 15:34:04+00:00	SGWanjohi01	An apple on my watch, I thought I could bite it ⌚️ @ Leicester, United Kingdom https://t.co/KwB0VvfW9P	Coordinates(longitude=-1.13333, latitude=52.6333)	Coventry, England
487	2022-01-21 19:23:36+00:00	AdySaisons	@RICHEYHELL They always get you because the series you want to watch is on a service you don't have. They want you to pay Virgin or Sky, then Amazon, Netflix, Apple etc on top. Fuck that.	Coordinates(longitude=-1.215135, latitude=52.580667)	Garage of Doom, Leicester, UK
488	2022-01-21 19:13:28+00:00	AdySaisons	@RICHEYHELL Typical Apple, they want you to buy some extra cheapo white plastic adapter for £79 to get a basic thing to work. Set of bastards.	Coordinates(longitude=-1.215135, latitude=52.580667)	Garage of Doom, Leicester, UK
489	2022-01-21 19:00:30+00:00	AdySaisons	@RICHEYHELL Apple Nonce! https://t.co/5CNlTHCDdm	Coordinates(longitude=-1.215135, latitude=52.580667)	Garage of Doom, Leicester, UK
490	2022-01-19 17:27:35+00:00	laurencedavies	@sleafordmods Long as they don’t give Apple another blowie and force feed my iphone another shit track!	Coordinates(longitude=-1.158894, latitude=52.904985)	Lady Bay
491	2022-01-19 10:22:43+00:00	pieorama2	@VimtoTime I had a friend used to eat them like apples.	Coordinates(longitude=-1.158894, latitude=52.904985)	West Bridgford, England
492	2022-01-15 15:01:30+00:00	SuperSaf	@maxten1000 @Apple No idea who that beardless dude without sunglasses is 👀	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, UK
493	2022-01-15 14:06:09+00:00	SuperSaf	Unboxing the £19/$19 @Apple Polishing Cloth 😬 Who's getting one? https://t.co/943NrLL0dY	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, UK
494	2022-01-14 17:58:46+00:00	APlainSandwich	"I welcome my Krispy Kreme mix up
Biscoff apple crumble it was amazing what you think
@krispykremeuk @ Nottingham, United Kingdom https://t.co/UzM7H4TRIO"	Coordinates(longitude=-1.1453, latitude=52.9492)	England, Nottingham
495	2022-01-13 19:32:22+00:00	AdySaisons	@om_riff @RICHEYHELL @themiseryshows Isn't it a child's artistic impression of what Rich supposedly saw on this walk? So could be tree's indigenous to Somerset. Cider apple trees etc	Coordinates(longitude=-1.215135, latitude=52.580667)	Garage of Doom, Leicester, UK
496	2022-01-12 19:10:57+00:00	sads55	Nailed. How’d ya like them apples? @BorisJohnson @10DowningStreet @Conservatives	Coordinates(longitude=-1.2501363, latitude=52.921473)	Tarragona, Espanya
497	2022-01-12 13:43:30+00:00	NickFitz	Some years ago there was a meeting at Apple where an engineer said “We need Siri to treat ‘Make it so’ the same as ‘Yes’ or ‘OK’ because, you know…” and all the other engineers nodded.	Coordinates(longitude=-1.215135, latitude=52.580667)	East Midlands, UK
498	2022-01-04 18:26:01+00:00	Amreesh75	@SonaliShah @HarpreetUK Do you need Apple TV to watch this this?	Coordinates(longitude=-1.158894, latitude=52.904985)	Nottingham
499	2022-01-04 00:38:47+00:00	PaulineCorfield	@radiatorcat a bad apple there	Coordinates(longitude=-1.2501363, latitude=52.921473)	East Midlands, England
